,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
145,ba161d28-c8ba-46de-be77-1eb732b78e4f,c322611d-f268-4a44-82a6-8eec45ae92fa,Fully Paid,222530.0,Short Term,690.0,595783.0,0 years,Own Home,Debt Consolidation,17327.05,19.5,300.0,9.0,0.0,385757.0,685058.0,0.0,0.0
146,3dee8ad1-9821-4a6a-a65e-d9a466cd2450,bb98c5ab-8cf3-4c1e-a4df-2488c35ff79d,Fully Paid,488180.0,Short Term,725.0,1254760.0,10+ years,Home Mortgage,Debt Consolidation,18716.71,31.0,29.0,12.0,0.0,651263.0,775808.0,0.0,0.0
147,372db0c1-1655-477a-a8ca-81ca18a8cb95,1618769c-6ac3-40cd-af03-8717573b05ac,Fully Paid,216458.0,Short Term,731.0,623143.0,3 years,Rent,Debt Consolidation,18174.83,10.6,67.0,11.0,0.0,205105.0,275198.0,0.0,0.0
148,2855fd1e-fab4-4f76-8bad-2761a95d1ae2,904cbbea-acbd-476c-b202-3a1000220c66,Charged Off,750772.0,Short Term,714.0,2174018.0,10+ years,Home Mortgage,Debt Consolidation,22464.84,19.4,24.0,10.0,0.0,392122.0,567556.0,0.0,0.0
149,04af5b4b-59bf-4560-99d6-7c25a0639267,037631a6-7965-44da-b058-c7f67034c5c8,Charged Off,107404.0,Short Term,742.0,545699.0,10+ years,Rent,Debt Consolidation,11050.4,14.9,300.0,6.0,0.0,148960.0,195338.0,0.0,0.0
150,71029428-624d-47e8-a6b4-383055a99092,8444a843-e2f3-4af1-b9db-6f1f71892079,Charged Off,225544.0,Short Term,724.0,1174162.0,5 years,Rent,Debt Consolidation,3074.58,15.1,300.0,6.0,0.0,68666.0,183634.0,0.0,0.0
151,8bdea942-3014-4bc6-a9e4-587875088c98,0c0e6236-c413-41e9-beac-b6840f33abc8,Fully Paid,331144.0,Short Term,751.0,1388938.0,2 years,Home Mortgage,Debt Consolidation,15139.39,31.6,300.0,14.0,0.0,414808.0,1191806.0,0.0,0.0
153,8c4f4203-1d06-4094-a644-4ca1d6ad7ae4,02fef13b-e865-41b7-92b6-e5c89b5d3941,Fully Paid,193710.0,Short Term,730.0,743508.0,2 years,Rent,Debt Consolidation,3884.74,10.5,300.0,9.0,0.0,117021.0,221760.0,0.0,0.0
154,2b50a72d-f03c-473e-8195-03c3007786e9,dab434af-2b92-44ca-aede-780c4351f2a1,Fully Paid,185416.0,Short Term,704.0,1258142.0,10+ years,Home Mortgage,Other,20109.22,15.7,29.0,9.0,0.0,107730.0,220770.0,0.0,0.0
156,abe1756d-ea82-4746-bcfe-da78b208768b,2bbf53a8-2cdb-4d4b-ba21-3c0ccd1b6ef8,Fully Paid,345730.0,Long Term,724.0,1626951.0,6 years,Home Mortgage,Debt Consolidation,17896.48,19.6,300.0,14.0,0.0,236227.0,303578.0,0.0,0.0
157,b823e32c-f9e9-4355-9180-3eaaad39ed17,bc8316fc-87be-4310-9a14-506bdb95f155,Fully Paid,216304.0,Short Term,686.0,1307656.0,10+ years,Rent,Debt Consolidation,11790.83,11.1,300.0,4.0,0.0,155325.0,237908.0,0.0,0.0
161,95a3fc36-2d5d-4b0e-8c2d-b69b92ee6053,198413cb-de80-47bf-a53b-d3ed2451db12,Fully Paid,436040.0,Short Term,711.0,1152768.0,2 years,Rent,Debt Consolidation,17195.38,12.8,300.0,8.0,0.0,112765.0,357698.0,0.0,0.0
163,3ed57848-2222-4644-9063-27e2c72a3171,f68b7e45-1cf4-477c-95ad-d3152febcf60,Fully Paid,344300.0,Short Term,697.0,1022124.0,2 years,Home Mortgage,Debt Consolidation,9369.47,15.0,27.0,9.0,0.0,195700.0,275352.0,0.0,0.0
164,7ac128f0-0e1e-41ec-9262-ae41cc30fd0f,2132e603-fd22-4ef8-b36d-e416604ae50f,Fully Paid,535436.0,Short Term,722.0,2076206.0,4 years,Rent,Debt Consolidation,19550.81,13.5,43.0,10.0,0.0,360183.0,646602.0,0.0,0.0
165,ed055a45-8724-44e3-9941-f571015e2c4a,19af16fc-b2b2-44dd-8ce3-c5556b419d65,Fully Paid,216568.0,Long Term,709.0,1140912.0,5 years,Home Mortgage,Debt Consolidation,7073.7,18.7,9.0,16.0,0.0,142880.0,1033978.0,0.0,0.0
166,46c975bb-011d-4c8f-8840-8cf91c02c52c,7d886300-514e-42ab-9d39-3859677eb3ec,Charged Off,447260.0,Long Term,739.0,1641657.0,6 years,Rent,Debt Consolidation,28646.68,15.5,300.0,10.0,0.0,167181.0,620444.0,0.0,0.0
170,058415d7-a978-4361-a8bb-232639e8a6ba,0f90b7e5-6330-49a5-ab79-2b91aea1d7f7,Fully Paid,177320.0,Short Term,721.0,1033695.0,9 years,Home Mortgage,Debt Consolidation,14127.26,15.3,6.0,12.0,0.0,160588.0,461384.0,0.0,0.0
172,426809d5-0457-4f19-b495-71bc7c8052a1,23466223-2d9f-4a17-9df0-16c4cbc75c21,Charged Off,118272.0,Short Term,724.0,1174162.0,5 years,Rent,Debt Consolidation,12149.74,15.0,83.0,9.0,0.0,113658.0,290532.0,0.0,0.0
173,bd47fee8-9a4b-45da-8dd7-501b09514ba7,977136bd-890f-4f00-b8a8-58fa7ec62ead,Fully Paid,99396.0,Short Term,724.0,1174162.0,6 years,Home Mortgage,Home Improvements,5290.74,18.5,300.0,8.0,1.0,165908.0,203280.0,1.0,0.0
174,5123981b-6b2a-4511-8a92-bb397ee4dcf4,8033ccdd-c0ee-4b25-a919-b602378adb75,Fully Paid,468512.0,Short Term,750.0,1156074.0,10+ years,Home Mortgage,Debt Consolidation,15029.0,13.2,300.0,9.0,0.0,509238.0,1215742.0,0.0,0.0
175,02f7bc70-cb28-4ded-b627-dba888b4f057,badf5501-05b8-4454-877b-6ec3c7dfe23e,Fully Paid,347028.0,Short Term,747.0,1545517.0,10+ years,Home Mortgage,Debt Consolidation,33357.16,20.4,300.0,9.0,0.0,229482.0,442134.0,0.0,0.0
176,2855acc7-8d90-4240-9601-f771c5b4a60d,1c270573-6282-41f3-b10f-dbc7771c3be1,Fully Paid,214896.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,15515.4,19.2,60.0,9.0,0.0,106780.0,251284.0,0.0,0.0
177,c4fe2d73-ef1c-4e81-9f65-09fb39bd0142,950b30a6-3780-4723-91ca-3fee64272b6a,Fully Paid,482702.0,Long Term,715.0,1640517.0,2 years,Home Mortgage,Home Improvements,17499.0,13.0,300.0,14.0,0.0,135869.0,422928.0,0.0,0.0
180,c0c9b71b-162e-4f8e-a2ee-26de21651243,efb8142e-318b-4c95-ab8a-0debf34bea04,Fully Paid,118998.0,Short Term,686.0,576327.0,10+ years,Home Mortgage,Debt Consolidation,10037.7,11.1,300.0,11.0,0.0,320834.0,518144.0,0.0,0.0
181,b7d12ccc-0cf9-4cf7-8fbc-11a8cf0a6af9,aff2d90d-22f4-4f95-8e37-38469d82c814,Fully Paid,291456.0,Short Term,742.0,1394125.0,4 years,Home Mortgage,Debt Consolidation,15079.92,21.6,300.0,13.0,0.0,480491.0,912054.0,0.0,0.0
184,df0fbf6e-3a49-425f-a05f-980dd7550058,8f14ae35-0cc9-4462-90b1-3ed5e964a1cd,Fully Paid,210408.0,Short Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,4808.14,10.8,300.0,11.0,0.0,197505.0,360118.0,0.0,0.0
185,29ecf77f-fd6e-4cab-98bd-c3aeec8ad6c0,a55184ff-cd24-4248-893a-4e0f93d91e47,Fully Paid,215666.0,Short Term,691.0,651909.0,3 years,Rent,Other,2982.62,11.3,36.0,7.0,0.0,79496.0,196262.0,0.0,0.0
186,ab608104-611b-4690-9589-70d038e20f08,1eaddb82-1e09-4fbc-8fad-4be655ad4a54,Fully Paid,428032.0,Short Term,721.0,1219686.0,10+ years,Home Mortgage,Debt Consolidation,10265.7,10.0,300.0,14.0,0.0,397195.0,556116.0,0.0,0.0
188,c3e52bc6-f429-41c1-8db5-d3d7c352d1d4,0211c31e-e5bf-49bb-bf5d-00b92cd8290f,Fully Paid,257708.0,Short Term,743.0,1674071.0,< 1 year,Home Mortgage,Debt Consolidation,16601.06,18.5,27.0,11.0,1.0,154736.0,599192.0,1.0,0.0
189,e240db5b-179b-4aad-aa12-7de7091da2e5,a3e1f05a-f0ee-4ec8-9068-973545a7a08a,Fully Paid,327998.0,Short Term,724.0,1174162.0,7 years,Home Mortgage,Debt Consolidation,6977.75,32.1,18.0,13.0,0.0,360392.0,791824.0,0.0,0.0
191,71e71404-cbd0-4592-9b01-a0d397f4d2e7,c6f59448-504c-44f4-9c9b-756ee6064804,Charged Off,335808.0,Long Term,703.0,1353408.0,8 years,Home Mortgage,Debt Consolidation,14549.06,22.5,41.0,7.0,0.0,123006.0,141020.0,0.0,0.0
192,915c67c0-5851-4f85-b2d9-4601cbf5399f,b5501664-e0c8-4c23-8724-d11616572c27,Fully Paid,387288.0,Long Term,696.0,1292266.0,9 years,Home Mortgage,Debt Consolidation,27783.51,21.2,300.0,13.0,1.0,520239.0,822932.0,1.0,0.0
193,a43212a3-1d81-45d6-82b2-2fa28e96c3d1,727e6c7b-6201-473d-b39c-07e544f1290b,Fully Paid,213400.0,Short Term,750.0,1235000.0,10+ years,Home Mortgage,Other,13070.48,17.7,70.0,7.0,0.0,161576.0,597718.0,0.0,0.0
195,230f6031-3083-4738-80d3-9f62eed826a1,8ca362b1-1e5a-46b9-b65d-e9186d0ddc11,Fully Paid,467324.0,Long Term,677.0,1424430.0,10+ years,Rent,Debt Consolidation,21603.95,23.5,14.0,23.0,0.0,267273.0,801768.0,0.0,0.0
196,25fd361b-b6ec-4586-838a-6aaefc2a86df,ecdac108-0aae-4894-98a7-eb86e5918fcc,Charged Off,470866.0,Short Term,724.0,1044867.0,2 years,Rent,Debt Consolidation,8228.52,16.5,300.0,7.0,0.0,387695.0,726396.0,0.0,0.0
197,a36816d3-f2a0-4eee-babe-184a896742a2,33322f58-418a-49bb-a379-3731b47f15d9,Charged Off,584188.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,8931.14,20.5,49.0,12.0,0.0,90421.0,341044.0,0.0,0.0
198,b54a1688-f15f-47bc-a092-fe7c8e33dcce,48110958-f4e9-4c1d-8bdc-281c0d532df2,Fully Paid,265056.0,Short Term,747.0,1430700.0,8 years,Home Mortgage,Debt Consolidation,15141.67,25.8,300.0,12.0,0.0,261972.0,1248280.0,0.0,0.0
199,d14411f2-14c3-4a10-acfa-3c0ae7cb3237,8a440220-d39a-4c96-9224-5d6555158386,Fully Paid,326876.0,Short Term,724.0,1174162.0,9 years,Rent,Debt Consolidation,22295.74,23.0,27.0,11.0,0.0,12920.0,348150.0,0.0,0.0
201,caef0c64-d5f7-42ca-bbc4-50b724f8c881,9810d897-d2e6-4b5f-807a-bbd86d6f8ab4,Fully Paid,98868.0,Short Term,742.0,645164.0,8 years,Rent,Debt Consolidation,7956.82,27.1,68.0,6.0,1.0,87248.0,281402.0,1.0,0.0
202,6b38dcef-2885-4e10-9ed2-ae6da53c98ab,9b7daf7f-de0c-43ef-8ed4-f4cfa0967ae1,Fully Paid,158356.0,Short Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,6742.91,10.4,300.0,4.0,0.0,338257.0,396022.0,0.0,0.0
203,0e303366-b897-4979-87cc-6817de04ad1e,e13c2747-30ef-4f67-a656-50096a36789d,Fully Paid,332112.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Other,26598.1,20.6,37.0,10.0,0.0,246088.0,317680.0,0.0,0.0
205,172f0831-4931-4684-8f1a-6c2a8a39c4b0,885ae5df-c220-49ea-849b-2ca2a6f22187,Fully Paid,532180.0,Long Term,696.0,1340507.0,10+ years,Rent,Other,20442.67,13.2,27.0,7.0,0.0,181298.0,375540.0,0.0,0.0
206,d1cfff3a-2773-4052-98fd-673f39cd2dd6,9d963e16-b567-451e-8105-247b6f19f6a1,Fully Paid,262526.0,Short Term,723.0,1353541.0,5 years,Rent,Debt Consolidation,11279.35,20.0,300.0,9.0,0.0,526452.0,765798.0,0.0,0.0
208,76f459c5-f065-45df-a189-ced07c37648d,45f8920c-eb47-46c8-b617-1b50b37e217d,Fully Paid,221738.0,Long Term,724.0,1174162.0,< 1 year,Rent,Business Loan,21180.06,14.4,300.0,23.0,0.0,27778.0,144276.0,0.0,0.0
211,59590636-e3b2-4130-a3e4-7eee4de9a908,a1c5bd6f-a05f-4cd2-b741-5ff76755e5a7,Fully Paid,214830.0,Short Term,724.0,1174162.0,4 years,Rent,Debt Consolidation,25956.28,21.6,75.0,13.0,0.0,197448.0,455422.0,0.0,0.0
214,af82dde9-5bd5-4104-81bf-2c6ecd9ee4eb,8ebed12e-ce00-49db-b982-47c21033c922,Fully Paid,313874.0,Short Term,720.0,1084330.0,10+ years,Rent,Debt Consolidation,4256.0,28.7,300.0,7.0,1.0,197163.0,246554.0,1.0,0.0
215,28270a53-64fb-4ac6-9479-2d4b69933503,652840a3-3df3-403f-aefd-98032f8373f7,Fully Paid,631400.0,Short Term,733.0,1651480.0,10+ years,Rent,Debt Consolidation,23120.72,20.2,6.0,11.0,0.0,505989.0,1044340.0,0.0,0.0
216,7e2870c0-998d-4d35-ab8f-df77d30a0b8a,cdb9037a-a7e4-49e5-ace2-61cb3df0e1e0,Fully Paid,174548.0,Short Term,721.0,1620681.0,6 years,Rent,Take a Trip,30522.74,15.0,27.0,7.0,0.0,40489.0,128832.0,0.0,0.0
217,3f418ee0-fb01-49b7-af27-bb70acb55145,2aae218d-410d-4d57-a6d8-25883ad10742,Charged Off,259512.0,Short Term,719.0,672372.0,10+ years,Rent,Debt Consolidation,13391.39,17.8,18.0,11.0,1.0,215061.0,367840.0,0.0,1.0
219,b455babc-680f-4882-9cfa-073c3a2563f1,92208527-4a83-46bf-9cae-33df6e037aa3,Fully Paid,89320.0,Short Term,726.0,1446375.0,1 year,Rent,Other,7195.87,22.6,18.0,7.0,1.0,49799.0,157542.0,1.0,0.0
221,a63ae7cb-9af4-49d3-a523-3a480ff8cd6f,6f4ede3a-6308-4011-9d1d-56c40d47dac5,Fully Paid,215622.0,Short Term,724.0,1174162.0,1 year,Rent,Debt Consolidation,19669.37,14.3,300.0,11.0,0.0,154736.0,254496.0,0.0,0.0
222,e70df3b2-c845-4c20-bfc5-6d337b64d1e1,42a92d03-83ca-447b-af99-316d9f1d7f10,Fully Paid,64460.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Other,15311.34,26.1,78.0,12.0,0.0,315780.0,679624.0,0.0,0.0
223,454c1106-8e9a-4c19-93bd-8aa384cf2712,b9ad8b32-000d-45a1-8ad8-511d0c408852,Fully Paid,173250.0,Short Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,3441.47,14.2,80.0,3.0,0.0,139935.0,240416.0,0.0,0.0
225,b69591e2-7bb2-4610-80dd-48eaf57aa966,311acf20-3b05-4b3f-a9d1-7cd978b89fb3,Fully Paid,336270.0,Short Term,709.0,1936100.0,2 years,Rent,Debt Consolidation,19038.19,29.8,67.0,16.0,0.0,318782.0,780362.0,0.0,0.0
226,12b6b6cb-34a0-4d8a-a863-613ef72c5365,0f0d5821-d1ba-4160-8864-32ea11903eeb,Fully Paid,158928.0,Short Term,723.0,2173372.0,< 1 year,Rent,Debt Consolidation,30608.24,13.2,60.0,12.0,0.0,82289.0,183216.0,0.0,0.0
230,ece3b54a-304a-48d1-980e-9421cdd7d29e,75fc6688-6d38-4b76-b145-c80552130679,Fully Paid,328152.0,Short Term,699.0,944680.0,6 years,Rent,Debt Consolidation,18027.77,15.6,71.0,16.0,0.0,301169.0,385308.0,0.0,0.0
231,f2db3f98-322d-4fea-af6f-68b99a6fb762,3c89c4ba-0bb8-4bf2-a432-2aa78ac850c4,Fully Paid,131648.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,20426.71,26.0,6.0,8.0,1.0,76551.0,186604.0,1.0,0.0
233,246903d3-943b-45e8-aa7f-ed1ca7202ede,ae9e627c-25ea-4ef2-becd-7a1fca1e277e,Fully Paid,67408.0,Short Term,739.0,1067154.0,3 years,Rent,Debt Consolidation,2694.58,23.9,76.0,5.0,1.0,46550.0,168432.0,1.0,0.0
235,d4ac1fcb-34eb-4be4-a8f4-13c00c825c9c,b4a1f6b1-9680-4332-919e-f79160baa028,Charged Off,528000.0,Short Term,750.0,1995000.0,3 years,Rent,Buy a Car,9559.47,21.0,49.0,16.0,0.0,29621.0,816618.0,0.0,0.0
236,fa06708d-47fa-4621-8a52-271b78b8deb9,ad5c53a5-258a-4133-95ae-530bc080cb1b,Fully Paid,314270.0,Long Term,724.0,1174162.0,2 years,Rent,Debt Consolidation,19737.58,9.2,300.0,14.0,0.0,93689.0,602712.0,0.0,0.0
237,1081a147-2be4-4117-a299-5a7f53fc0def,513ec0bc-6843-410d-9d38-d8e53937c443,Fully Paid,349602.0,Short Term,680.0,1153737.0,7 years,Rent,Debt Consolidation,29516.31,11.6,300.0,11.0,0.0,270655.0,327492.0,0.0,0.0
239,c8d5eaad-8e21-4c90-a5fe-08e98bdb725f,7e3555de-3fae-41fc-90e4-bba88543082f,Fully Paid,343684.0,Short Term,745.0,1391370.0,10+ years,Home Mortgage,Debt Consolidation,14145.69,18.9,300.0,8.0,2.0,309814.0,525998.0,1.0,1.0
240,03bda251-1fc5-4030-9224-3510716db6e9,efe4f1a6-060c-4a33-a4ea-4d8d3b359dc5,Fully Paid,135190.0,Short Term,708.0,739480.0,10+ years,Own Home,Debt Consolidation,11523.5,13.0,11.0,2.0,0.0,11894.0,18018.0,0.0,0.0
241,e3f3ddd5-6efe-4bef-ade5-21ba4d62ef81,7cb584b2-2426-4c2b-8d17-bc8c6b27e9da,Fully Paid,331870.0,Long Term,724.0,1174162.0,< 1 year,Home Mortgage,Debt Consolidation,8527.77,21.5,300.0,6.0,0.0,188423.0,284086.0,0.0,0.0
244,8dc9cec0-2df4-44a5-8a24-89a388f1160c,fd6a8cd7-404a-400a-813e-b973d09d081b,Fully Paid,172106.0,Short Term,737.0,464512.0,0 years,Rent,Debt Consolidation,8825.5,24.6,300.0,15.0,0.0,275348.0,789140.0,0.0,0.0
245,760f2159-24a4-47fa-ab02-bdc59d999776,f079834f-4751-48a7-a33d-93c3a69fa28d,Fully Paid,226952.0,Short Term,724.0,1174162.0,1 year,Rent,Debt Consolidation,8187.67,9.0,33.0,9.0,1.0,184623.0,447194.0,0.0,1.0
246,020064ba-87c6-4b5b-9769-53a6589c243d,7526a213-f57e-483a-adc3-835722e4f9d2,Fully Paid,96712.0,Long Term,745.0,2227104.0,3 years,Home Mortgage,Business Loan,2672.54,19.8,45.0,6.0,0.0,122892.0,558074.0,0.0,0.0
248,58b7ee34-2d86-4050-a527-c57fcef218f0,eeb4cf10-d8a9-4200-9e95-28203f14b3fb,Charged Off,586586.0,Long Term,691.0,1778685.0,10+ years,Home Mortgage,Debt Consolidation,32564.67,19.1,300.0,12.0,0.0,293816.0,588588.0,0.0,0.0
249,f5f30133-8fe9-438b-9e99-01b915865e1e,df8b008d-f36d-412e-9be2-54f998457fa3,Fully Paid,249854.0,Short Term,732.0,1419585.0,5 years,Home Mortgage,Debt Consolidation,11711.6,20.0,25.0,7.0,2.0,127357.0,293766.0,2.0,0.0
251,5debc9bc-62e4-4b47-ba33-3b8e689522e3,6907b779-d757-477d-b87b-86b3c2aa08a7,Charged Off,285428.0,Short Term,747.0,1078478.0,6 years,Home Mortgage,Debt Consolidation,13786.59,15.7,300.0,10.0,0.0,2451.0,566390.0,0.0,0.0
253,61074b6d-d072-4385-82c2-77525d7388b2,7da67758-6bd1-47b0-b8b6-13d221cc4f95,Charged Off,236412.0,Long Term,715.0,965181.0,2 years,Rent,Debt Consolidation,3032.4,28.1,300.0,5.0,0.0,112708.0,176330.0,0.0,0.0
256,aa7ad26a-6510-4651-b9d8-7584acffda23,0d86709c-3956-4f5c-a9e9-fa60dd431612,Fully Paid,231286.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,12737.6,30.7,300.0,14.0,0.0,558752.0,789954.0,0.0,0.0
258,89dcc6db-58f5-4fc9-bd12-4db1c1ebb8e8,473e33b2-fed3-4650-ad73-a08311fb36ea,Charged Off,321794.0,Long Term,724.0,1174162.0,4 years,Home Mortgage,Home Improvements,6214.33,20.8,21.0,10.0,0.0,69141.0,537306.0,0.0,0.0
259,c40aa2fe-af59-483f-af68-65460082c134,1e9b0dad-b032-4b6b-b7ba-6c488aa8358e,Fully Paid,181346.0,Short Term,725.0,489155.0,1 year,Rent,Debt Consolidation,5992.22,18.0,68.0,10.0,0.0,179265.0,328944.0,0.0,0.0
263,fb13b038-c093-40b5-9e3d-b351d6a603c8,840e1087-8daa-4e09-b948-f79db9ed1d6e,Fully Paid,244024.0,Long Term,724.0,1174162.0,0 years,Home Mortgage,Debt Consolidation,16371.35,20.4,55.0,14.0,0.0,113411.0,484572.0,0.0,0.0
264,e70fbdb4-5aff-4717-ba28-a268150c23ea,6134f961-2dd3-4773-806c-33289517dddc,Fully Paid,92642.0,Long Term,689.0,571539.0,2 years,Rent,Home Improvements,5924.96,12.1,10.0,6.0,0.0,26961.0,90464.0,0.0,0.0
265,98180af4-08ca-494c-8901-7b9a6032ca41,a1b7e76b-b32e-4cc2-be6d-10072a121c65,Fully Paid,116886.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Debt Consolidation,16824.69,12.1,15.0,12.0,0.0,160873.0,227172.0,0.0,0.0
268,c5cfabf1-8fc7-445a-bbab-bf576a37d379,1e1ac951-251d-4395-a382-10e52f69ee3e,Fully Paid,410894.0,Short Term,729.0,1127783.0,6 years,Rent,Debt Consolidation,23965.46,13.8,35.0,13.0,0.0,393509.0,686180.0,0.0,0.0
269,3b04a36f-0514-4805-a92e-364c5bbd4e54,0d034206-2f9d-490b-a090-796c84df795b,Fully Paid,180224.0,Short Term,706.0,1050624.0,3 years,Rent,Other,7529.51,11.7,300.0,8.0,0.0,224542.0,501930.0,0.0,0.0
270,5eddec70-e614-4319-9559-3e1df270301f,9831040e-e3fc-4463-92e0-e44aab6e190e,Fully Paid,109362.0,Short Term,724.0,1174162.0,1 year,Own Home,Debt Consolidation,11098.09,20.5,21.0,4.0,0.0,309092.0,360800.0,0.0,0.0
271,37a5fe1a-d442-40f0-813c-ffbcf26b52f2,629c3c67-ebd3-4b2c-a64e-012ee8f2dffe,Charged Off,135190.0,Short Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,12778.64,8.8,300.0,15.0,0.0,147801.0,731324.0,0.0,0.0
273,de2878b3-368a-4178-8e42-b48880156a2d,edd69dbb-2767-473d-af8f-fc7c09597fc5,Fully Paid,325424.0,Short Term,728.0,1779920.0,10+ years,Rent,Debt Consolidation,21062.26,26.5,61.0,5.0,0.0,121980.0,307736.0,0.0,0.0
275,2664d2fc-7a9e-41f4-9c10-3c607b378563,3a47b488-e69f-46d9-9c0d-50e4cbad6859,Fully Paid,184316.0,Short Term,717.0,928587.0,4 years,Rent,Debt Consolidation,18107.38,18.6,67.0,11.0,0.0,117363.0,193028.0,0.0,0.0
276,a68c4dec-edeb-4b8a-89e1-43beef2b8f66,2a0dacaf-5735-440d-9f16-ecb8349c0857,Fully Paid,645744.0,Short Term,737.0,1635881.0,6 years,Home Mortgage,Debt Consolidation,11382.9,16.7,300.0,4.0,0.0,557973.0,882596.0,0.0,0.0
277,3b2589ca-6a19-43b4-933c-c5e3c2383195,45a9b54e-ad67-4456-b837-069f5c9c67e6,Fully Paid,256674.0,Short Term,715.0,1734795.0,8 years,Home Mortgage,Debt Consolidation,18504.48,19.6,4.0,15.0,0.0,84569.0,263912.0,0.0,0.0
278,5ddefb88-01c4-4d23-8c4f-2f69c18f3ed7,e2cfb665-0f18-4d73-a381-472b247714c6,Fully Paid,222310.0,Short Term,742.0,2092755.0,10+ years,Home Mortgage,Debt Consolidation,19532.19,32.5,33.0,8.0,0.0,147231.0,188980.0,0.0,0.0
279,c99637c7-2d4a-4e15-bbeb-4eb1322d82b8,9b324cfb-905c-4cdc-92fb-fd84d475cc10,Fully Paid,387970.0,Short Term,724.0,1174162.0,1 year,Rent,Debt Consolidation,12942.99,14.4,12.0,7.0,0.0,248121.0,355586.0,0.0,0.0
281,e87d25bd-231d-4f33-bd07-03d7b8d88443,94d6bbba-206b-455a-a9e6-aa262f77604b,Charged Off,180752.0,Short Term,683.0,1400224.0,10+ years,Home Mortgage,Debt Consolidation,37572.88,27.7,57.0,18.0,0.0,681226.0,1070278.0,0.0,0.0
285,9d08a114-8645-4fe9-b877-2f8a6851d85a,279004a9-c736-49d0-9b7d-a0c56b8d17b8,Fully Paid,193226.0,Short Term,712.0,846108.0,0 years,Home Mortgage,Debt Consolidation,3518.42,17.0,300.0,5.0,0.0,112271.0,261030.0,0.0,0.0
286,b6d514f0-2948-4081-8049-11b7bd634f64,e88b3eb0-85c6-4219-bb5b-83f6c1118d52,Charged Off,352000.0,Long Term,687.0,950000.0,2 years,Home Mortgage,Debt Consolidation,23433.27,15.2,300.0,16.0,0.0,221768.0,503492.0,0.0,0.0
289,a6f80bbd-0817-48c8-a46a-4f710280f843,196bf1b8-159c-4b73-b7f3-e3d04667169a,Fully Paid,365882.0,Short Term,723.0,1356904.0,5 years,Rent,Debt Consolidation,14699.73,24.5,44.0,15.0,0.0,359765.0,729542.0,0.0,0.0
290,d6826aa6-2eae-4458-bd35-e873f4a25743,63028832-add5-4583-816a-7e0f08ac6f7b,Fully Paid,78100.0,Short Term,724.0,1311513.0,9 years,Rent,Debt Consolidation,16601.44,26.0,30.0,11.0,0.0,254771.0,321706.0,0.0,0.0
293,20be1e69-a909-4cfb-bb7f-5dbb96680432,c0725307-7ea9-461e-acdf-393ce71ebd5e,Fully Paid,85932.0,Short Term,690.0,315419.0,7 years,Rent,Debt Consolidation,5283.14,8.7,36.0,10.0,0.0,80180.0,277156.0,0.0,0.0
295,9acb87c7-b7a8-433d-9250-5a75e169bb04,bd464f4f-0907-4d48-9401-3c564c01b063,Fully Paid,532576.0,Short Term,716.0,1154706.0,1 year,Rent,Other,0.0,11.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0
296,14f58e54-c86f-4122-9fba-9eeb1b08f78a,5a07cedc-bbe3-428b-8c18-9002de113e26,Fully Paid,421212.0,Short Term,726.0,1033904.0,2 years,Rent,Debt Consolidation,22573.52,10.2,300.0,11.0,0.0,250344.0,518540.0,0.0,0.0
297,e2f5b2c1-fdc7-44d8-b8f6-56088e12da94,23767fcc-301d-4064-839c-473301b114f5,Charged Off,112002.0,Short Term,714.0,1064019.0,< 1 year,Rent,Other,14541.65,15.5,36.0,7.0,0.0,261896.0,335830.0,0.0,0.0
299,f7466b91-ecb9-4a18-b268-790adbd0eab8,2a74a184-831a-4ff4-8958-6a5b3118397f,Fully Paid,174922.0,Short Term,707.0,1270378.0,10+ years,Rent,Debt Consolidation,20537.67,32.0,40.0,13.0,0.0,156997.0,288552.0,0.0,0.0
301,ddae2746-83ec-4b29-81fe-6528d476d27d,41498022-c2d7-4d49-9956-7bf1739cc5a0,Fully Paid,525096.0,Short Term,724.0,1174162.0,2 years,Rent,Debt Consolidation,4723.97,14.0,300.0,4.0,0.0,197467.0,324324.0,0.0,0.0
303,1a212069-ab5d-41a4-9392-a193e059ce43,41cd53a9-5086-4c22-a7b5-8fcf714498d5,Fully Paid,177650.0,Short Term,747.0,1054823.0,6 years,Rent,Debt Consolidation,14152.34,11.6,300.0,7.0,0.0,43472.0,740322.0,0.0,0.0
